,user_id,post_id,category,title,tags,username,genre,mood
11,1,1282,['SolTok'],Nice bit of Sunday news #solana #solanamemecoin #solanamemes #trending #memecoin #bullrun2024,SolTok Investment Finance cryptocurrency meme coin price increase investment opportunities profit potential trading market volatility investment sphere urgency risk factors text overlays visual representation charts body language audience engagement animated demeanor graphics eye contact quantitative metrics engagement tactics crypto stats,afrobeezy,"['Investment', 'Finance']","['enthusiasm', 'urgency', 'confidence']"
12,1,1300,['SolTok'],Moodeng made people millionaires⁉️🤯#crypto #shorts  #moodeng #hippo #memecoin #viralvideo,SolTok educational entertainment baby hippo Moondane cryptocurrency meme-based investment exponential growth return on investment $1.3K investment $2.6 million investment graphs financial opportunities animation visual overlays cash visuals regret cheerful demeanor engaging narrative opportunity lost canny investors vibrant text emotional engagement,afrobeezy,['educational entertainment'],"['enthusiasm', 'excitement', 'disbelief', 'regret', 'light-heartedness']"
13,1,1294,['SolTok'],100x on solana memecoin MOODENG because of this memecoin signal server  #memecoin #crypto #moodeng,SolTok finance educational cryptocurrency trading MuDeng investment call market cap Discord channel financial graphs investment signals markdown increase community engagement video graphics profitability data visualization publicity invitation personal journey thumbs-up icon text overlays animated gestures confidence crypto market engagement metrics audience interaction,afrobeezy,"['finance', 'educational']","['excitement', 'enthusiasm', 'confidence', 'contemplation']"
14,1,1285,['SolTok'],Strategies I use to trade crypto memecoins and actually be profitable  #crypto #memecoins #solana #trading,SolTok Educational   Cryptocurrency Trading meme coins trading strategies cryptocurrency trading copy trading dip buying smart wallets profit margins trending news audience connection market dynamics charts trading platforms informative tone statistics graphics animated expressions lighthearted humor strategy complexity overlay text viewer engagement accessibility,afrobeezy,"['Educational ', ' Cryptocurrency Trading']","['Enthusiasm', 'Excitement', 'Confidence', 'Humor', 'Curiosity']"
15,1,1268,['SolTok'],3 meme coins that will explode this bull run. N.F.A #memecoin #memecoins #solana #crypto #cryptotrading #cryptoinvesting #bullrun #fyp,SolTok Financial Education cryptocurrency meme coins $DUBCAT $NPCS $KOLANA bull run investment opportunities enthusiastic tone visual synchronization text overlays audience engagement persuasive communication animated expressions investment insights vibrant colors positive outlook captivating presentation visual elements confident speaker social media content,afrobeezy,['Financial Education'],"['Enthusiasm', 'Confidence', 'Excitement']"
16,1,1302,['SolTok'],videoplayback,SolTok informative presentation meme coins cryptocurrency investment trends substantial returns enthusiasm ICO craze market cap financial opportunities audience engagement charismatic delivery current trend animated presentation piles of cash expressive gestures financial technologies direct communication wealth visualization casual attire visual reinforcement text overlays informative content,afrobeezy,['informative presentation'],"['enthusiasm', 'excitement', 'confidence']"
17,1,1297,['SolTok'],Why You Should Keep An Eye On Solana! #crypto #bitcoin #solana #shorts #viralshorts #trending #fyp,SolTok Educational Informational Solana blockchain DeFi NFTs transaction speeds digital finance consensus mechanisms vibrant graphics text overlays visual illustrations data visualizations infographics user engagement crypto landscape dynamic storytelling performance comparison enthusiasm visual effects investment potential audience engagement confidence,afrobeezy,"['Educational', 'Informational']","['Enthusiasm', 'Confidence', 'Engagement']"
18,1,1272,['SolTok'],#trading #memecoins #taylorswift #solana #solanasummer #cryptocurrency #ai,SolTok Educational   Informational narrative flow storyboard creation emotional delivery message clarity audio transcription human expression audience engagement speaker personality body language visual storytelling text overlays theme analysis visual synchronization persuasive techniques interaction description video structure interaction dynamics enthusiasm level visual elements timestamp alignment filler words,afrobeezy,"['Educational ', ' Informational']","['enthusiasm', 'excitement', 'engagement', 'curiosity', 'calmness']"
19,1,1265,['SolTok'],#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin,"SolTok Financial Education Investment cryptocurrency 300,000% Donald investment profit $10.8 million financial opportunity market cap urgency investment opportunity volatility chart financial data speaker animated gestures text overlays screen display numercial indicators fluctuating graphs engagement dynamic tone",afrobeezy,"['Financial Education', 'Investment']","['excitement', 'urgency', 'enthusiasm']"
20,1,1276,['SolTok'],Daily realisation #trading #crypto #bitcoin #ethereum #solana #memecoins,SolTok Reflective Philosophical Video introspection regret decision-making serene visuals mood lighting emotional journey thoughtful expressions closing reflection text overlays missed opportunities personal connection solitary journey visual storytelling human face visibility calm delivery thoughtful demeanor weighty reflection philosophical themes narrative closure mindfulness male speaker,afrobeezy,"['Reflective', 'Philosophical Video']","['contemplation', 'regret', 'vulnerability', 'serenity']"
21,1,1277,['SolTok'],Did you know this new memecoin on Solana_ 🥶👀 Let me know what you think about this crypto! 👇🏻 #crypto #cryptok #memecoin #altcoin #cryptonews #solana,SolTok Finance Investment Frosty meme coin Solana blockchain $100 million projection 25x returns charismatic presenter market cap $3 million market cap $4 million market cap financial growth audience engagement investment caution friendly demeanor personal research Gala team exchange listings upward-trending graph rhetorical questions eye contact animated graphics visual support,afrobeezy,"['Finance', 'Investment']","['Enthusiasm', 'Confidence', 'Excitement', 'Caution']"
22,1,1293,['SolTok'],Solana Coins vs Base Coins,"SolTok comedy, internet culture commentary internet culture memes playful animations lively presentation Dog with hat emojis humor audio transcription vibrant overlays colorful typography character highlights animated visual gags Popcat Normie Boomer collaborative vibe nostalgic reflection quarantine humor casual outfits expressive demeanor",afrobeezy,"['comedy, internet culture commentary']","['excitement', 'enthusiasm', 'humor', 'approachability', 'positivity']"
23,1,1291,['SolTok'],Can Moo Deng’s MEME COIN GO HIGHER_ #shorts,SolTok Educational   Informative meme coin Mudang cryptocurrency market cap enthusiasm market trends investment strategy fluctuations investment dips social media urgency analytical insights graphs rollercoaster journey characteristics of cryptocurrencies graphs displaying market stats engagement text overlays visual storyboard face visible audio transcription,afrobeezy,"['Educational ', ' Informative']","['Excitement', 'Urgency', 'Curiosity', 'Affable Seriousness']"
24,1,1287,['SolTok'],Trading memecoins #memecoin #solana #bitcoin #funny #usa #fyp #animation #animationmeme #memecoins #2d #foryou #foryoupage #repost #viraltiktok,SolTok Animated Educational Finance trading resilience animated character financial success persistent effort financial journey yearly progress self-improvement balance figures motivation positive and negative outcomes visual storytelling emotional expressions computer focus motivational phrases audio elements animated visuals red and green colors juxtaposition humor in setbacks lighthearted tone,afrobeezy,['Animated Educational Finance'],"['Concentration', 'Tension', 'Frustration', 'Disappointment', 'Relaxation', 'Confidence', 'Humor']"
25,1,1264,['SolTok'],#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin (1),SolTok Educational Informative meme coins cryptocurrency market financial data financial potential profit statistics crypto charts success stories investment opportunities team research data visualization trading signals urgent tone Telegram community calls to action user engagement visual presentations vibrant visuals exclusivity audience appeal screen capture pen gesture,afrobeezy,"['Educational', 'Informative']","['excitement', 'urgency', 'confidence', 'enthusiasm']"
26,1,1283,['SolTok'],Pump fun and the trenches in shambles #pumpfun #solana #memecoins,SolTok Financial Education Analysis crypto market PumpFun platform rug pulls market analysis investing strategies volatility market downturn strategic investing financial opportunities Restore the Republic token financial statistics price movements token launch transparency in crypto data overlays audience engagement enthusiastic speaker animated expressions community welfare expressive gestures expressive hand movements,afrobeezy,"['Financial Education', 'Analysis']","['Enthusiasm', 'Concern', 'Frustration', 'Confidence']"
27,1,1301,['SolTok'],🚀 Best memecoins on Tron,SolTok Educational Informative meme coins Tron network Sundog Sun Pepe market growth $408 million cryptocurrency data visualization 24-hour trading volumes Ethereum Solana call to action dynamic graphics percentage growth animated characters vibrant colors upbeat demeanor animating coins finance topics auditory engagement green backdrop,afrobeezy,"['Educational', 'Informative']","['enthusiasm', 'optimism', 'engagement', 'excitement']"
28,1,1281,['SolTok'],Memecoin dreams #memecoin #trading #funny #wojak #solana #sol #xrp #brett #ponke #bobo #pepe #memecoins #memecoinseason,SolTok Animated Musical Comedy enthusiasm relationships joyful character unexpected encounters humor joyous atmosphere animated scenes carefree sentiment lightheartedness lively animations financial ventures vibrant palm trees comedic sentiments bright colors social engagement visible human faces character interactions text overlays naivety meme coin trading,afrobeezy,['Animated Musical Comedy'],"['Joy', 'Surprise', 'Optimism', 'Nostalgia']"
29,1,1266,['SolTok'],#crypto #memecoins to buy today! SCF on my radar! My post is NFA.  #cryptomemecoin #solanamemecoin #newmemecoin #solanacoin #solanamemes,SolTok Informative Promotional cryptocurrency Solana blockchain crypto coins influencer support future predictions investment potential community engagement market performance enthusiasm trust-building audience engagement price charts humor personal connection expressive gestures growth animations information consolidation visual storytelling memes entertainment digital avatars,afrobeezy,"['Informative', 'Promotional']","['Excitement', 'Enthusiasm', 'Seriousness', 'Light-heartedness', 'Hopefulness']"
30,1,1299,['SolTok'],Get to Work 🏗️ #crypto #solana #memecoin #mrow #shorts,SolTok Educational Corporate Humor finance dedication dynamic storytelling character engagement weekend work stock markets animated expressions Forex visual storytelling professionalism facial expressions occupation challenges humor text overlays light-heartedness gestures relatable image hand movements audio transcription character costume weekend relaxation,afrobeezy,"['Educational', 'Corporate Humor']","['Focused', 'Engaged', 'Humorous']"
31,1,1304,['SolTok'],Welcome to the beginning of something Amazing!! We are alive!!!! Hahahhaha coff coff.  $FROGGYBOOM #token #solana #meme #memecoin #trump2024,SolTok animated short film frog character explosion action suit chaos boldness confidence visual effects character design colorful shards intensity transformation dramatic buildup determination expression audience connection dramatic contrast smoke whimsy playful edge narrative arc,afrobeezy,['animated short film'],"['confidence', 'intrigue', 'determination', 'mischief', 'playfulness']"
32,1,1308,['SolTok'],$COST culture of solana token,SolTok Animated Music Video Dame Tu Cosita animated character joy and enthusiasm lively music green elongated figure playful dance moves cheerful demeanor celebration whimsical performance surreal landscape animation playful poses energy synchronization visually captivating colorful crown pastel hues viewer engagement exuberance carefree spirit colorful visuals text overlays,afrobeezy,['Animated Music Video'],"['Joy', 'Enthusiasm', 'Playfulness']"
33,1,1305,['SolTok'],$cost meme on solana.  Culture of solana token.  #crypto #meme #crown #1000x @CultureofSolanaToken,SolTok Digital Art & Culture Presentation Solana cryptocurrency digital culture skull motif CULTURE OF SOLANA vibrant overlays flames edgy theme dynamic transitions $COST thematic unity innovation brand identity energy visual display decentralized finance urgency digital presentation curiosity creative showcase atmosphere,afrobeezy,['Digital Art & Culture Presentation'],"['enthusiasm', 'urgency', 'curiosity']"
34,1,1309,['SolTok'],#cryptomeme #solana #shitcoins #memecoin,SolTok comedy humor rugpulled sleeping dog stress cryptocurrency financial losses peace amidst chaos coping mechanisms sarcasm text overlays lightheartedness serenity financial implications comedic commentary tranquility visual humor comedy vs reality innocence laid-back approach emotional resilience,afrobeezy,['comedy'],"['humor', 'sarcasm', 'calmness']"
35,1,1311,['SolTok'],Love to see this #solana #crypto #shitcoins #meme #bitcoin,SolTok Educational Informative theme message facial expressions emotional alignment transcript analysis video analysis storyboard visual narrative human faces speaker identification accuracy viewer connection body language text overlays personality traits interaction dynamics timestamps clarity hand gestures genders icons,afrobeezy,"['Educational', 'Informative']","['engagement', 'enthusiasm', 'curiosity']"
36,1,1310,['SolTok'],they will never learn  #solana #tate #shitcoins #memecoins #crypto,SolTok motivational narrative luxury lifestyle success cryptocurrency culture personal growth affluence motivation resilience confidence financial context uplifting atmosphere high-speed car ride positive mindset charisma ambition dynamic narrative personal aspiration audio visuals synchronization engaging visuals text overlays environment interaction contemplative expressions,afrobeezy,['motivational narrative'],"['confidence', 'self-assurance', 'aspiration', 'resilience']"
37,1,1313,['SolTok'],solana.memecoins - 7367640108956175649,SolTok Educational Informative online education digital skepticism course investment safety online trust issues Hustlers University entrepreneurship financial caution warning signs personal connection self-improvement presenter's demeanor communication style facial expressions confidence emotional tone audience engagement video overlays gestures visual storytelling,afrobeezy,"['Educational', 'Informative']","['Enthusiasm', 'Slight uncertainty', 'Sincerity', 'Concern']"
38,1,1312,['SolTok'],Culture of solana $COST.  New META for bullrun #crypto #meme #bullrun #crown #Culture #bitcoin #cost #altcoin #crwon #100x. #1000x  @CultureofSolanaToken,SolTok animated children's entertainment minions animated characters anticipation excitement joy engagement colorful visuals rhythmic audio community animated display creative celebration uplifting message familial atmosphere exploration expressions camaraderie animated faces whimsical tone children creatures fantastical setting,afrobeezy,"['animated', ""children's entertainment""]",[]
39,1,1307,['SolTok'],stevencrypto321 - 7412525180750433582,SolTok Financial and Investment Commentary blockchain culture Solana Token conventional wisdom dynamic approach dynamic wealth creation financial success social misinformation American Dream investing strategies cultural investment community dialogue engaging narrative vibrant text overlays earnest demeanor cultural revolution traditional paths visual storytelling corporate environment community representation interactive dialogue speaker's gestures,afrobeezy,['Financial and Investment Commentary'],"['Concern', 'Determination', 'Relatability', 'Urgency']"
40,1,1306,['SolTok'],Culture of Solana Token $COST.   #  2024  Trump.  Trump Supporters,SolTok Political Commentary   Motivational Trump leadership resilience patriotism confidence motivation determination audio transcription engagement charisma visual elements strong message speaking tone assertive smiling national symbols motivational intent audience rallying emphatic gestures visual storytelling contrarian spirit,afrobeezy,"['Political Commentary ', ' Motivational']","['Confidence', 'Determination', 'Passion', 'Defiance', 'Optimism']"
41,1,1289,['SolTok'],Who else has trades the EXACT same way 😭💰 #crypto #finance #wealth #crytocurrency #money #solana #memecoins,SolTok Lifestyle Beauty Vlog young woman confidence individuality celebration female speaker camera interaction self-expression audience engagement positive atmosphere playfulness playful commentary radiant skin lighthearted tone camaraderie emotional expressions engaging visuals mirror selfies emphasizing gestures visual storytelling clear narrative text overlays single face,afrobeezy,"['Lifestyle', 'Beauty Vlog']","['Playfulness', 'Confidence', 'Joyfulness', 'Approachability']"
42,1,1286,['SolTok'],Successful Night 🤩 #memecoins #trading #cryptocurrency #crypto #fyp #solana #SOL #pumpfun #nocturnal,SolTok vlog trading sleepless night reckless trading decisions cryptocurrency late-night introspection Trump memecoins internal struggle modern trading culture Elon Musk frustration emotional weight vulnerability ambition anxiety reflection overlay text humorous social expectations animated gestures cozy bedroom ambiance lighthearted acknowledgment,afrobeezy,['vlog'],"['weary', 'frustrated', 'reflective', 'humorous', 'determined']"
43,1,1290,['SolTok'],Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,SolTok Financial Analysis   Cryptocurrency Commentary Solana Meme Coin MIRO Trading Volume Crypto Market Pepe Price Surge 65% Increase Market Dynamics Graphics Data Visualization Audience Engagement Hand Gestures Green Graphs Dynamic Introduction Confidence Emotional Impact Visual Elements Single Speaker Assertive Demeanor Editing Rhythm,afrobeezy,"['Financial Analysis ', ' Cryptocurrency Commentary']","['Excitement', 'Urgency', 'Confidence']"
44,1,1109,['Vible'],"Humbleness is a sign of bigness - never weakness. Living the noble virtues of honesty, generosity, justice, understanding, compassion, forgiveness, and civility never goes out of style",Vible Motivational Speaking humility strength leadership quiet leadership societal norms visual storytelling dynamic presence persuasive communication personal development self-confidence emotional resonance intimacy eye contact text overlays speaking patterns visual engagement narrative flow wisdom city skyline self-reflection social isolation,afrobeezy,['Motivational Speaking'],"['seriousness', 'warmth', 'contemplation', 'animated emphasis', 'approachability']"
45,1,1205,['Vible'],Have you had to move on from a narcissistic relationship before_ How did you grieve_ #inspiration #dailywisdom #motivation,Vible Personal Reflection Storytelling reflective storytelling grief personal struggle personal insights emotional engagement body language human emotions vulnerability empathy conversational setting warm demeanor key phrases understanding feelings narrative connection intimate space text overlays visual elements animated expressions gestures cozy background,afrobeezy,"['Personal Reflection', 'Storytelling']","['warmth', 'reflection', 'vulnerability', 'engagement', 'empathy']"
46,1,798,['Vible'],The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,Vible Spiritual Reflective Documentary Jesus spiritual legacy reflective tone narration humility conviction emotional weight teaching text overlays historical figure visual symbolism journey of faith empathy claim reinforcement serene visuals calm demeanor auditory engagement timeless influence journey introspection collective journey,afrobeezy,"['Spiritual', 'Reflective Documentary']","['reverence', 'sincerity', 'warmth', 'confident']"
47,1,29,['Vible'],How to be disciplined,Vible motivational self-discipline personal growth motivation body language facial expressions focus speaker engagement charisma orange symbolism text overlays lighting changes audience invitation gestures communication style determined demeanor positive mindset perseverance quotes visual narrative adaptable expressions conversational tone auditory engagement,afrobeezy,['motivational'],"['determination', 'encouragement', 'friendliness', 'seriousness', 'enthusiasm']"
48,1,11,['Vible'],Recipe for a flow state,Vible Educational Inspirational flow state immersion presence dynamic exploration embodiment consciousness personal elevation visual storytelling expressive gestures energetic body language outdoor activities biking hiking animated speech charismatic demeanor dimly lit room text overlays key concepts vibrant atmosphere facial expressions serious tone,afrobeezy,"['Educational', 'Inspirational']","['enthusiasm', 'engagement', 'curiosity', 'passion']"
49,1,790,['Vible'],5 Bible Verses To Invite The Presence Of God,Vible Religious Spiritual Jesus prayer spiritual atmosphere Bible verses community in faith divine guidance repentance compassion Matthew 18:20 Jeremiah 29:13 Psalm 46:1 James 4:8 healing humility visual storytelling 2 Chronicles 7:14 unity strength self-reflection invitation,afrobeezy,"['Religious', 'Spiritual']",[]
50,1,871,['Vible'],Know that the loard he is god jesus,Vible spiritual meditative video spiritual journey Psalm 100 Psalm 37 faith divine presence prayerful themes spiritual conversation divine connection blessings trust in the Lord serene demeanor reflective emotional weight sacred atmosphere calm assurance genuine faith gestures and expressions text overlays lush landscape soft light confidence,afrobeezy,"['spiritual', 'meditative video']","['calm', 'conviction', 'serenity', 'inviting', 'uplifting']"
51,1,168,['Vible'],untitled_video,Vible spiritual storytelling divine figure spiritual reassurance serene presence celestial landscape outstretched arms calm amid chaos hope text overlays key phrases emotional weight comfort and guidance dramatic clouds looming moon spiritual support honor and authority engaging presence benevolence visible human faces wisdom faith traditional attire,afrobeezy,['spiritual storytelling'],"['calmness', 'trust', 'hope', 'reassurance']"
52,1,1079,['Pumptok'],Top 3 #dogwithat #memecoins for the #bullmarket #altcoins #memes,Pumptok Financial Analysis   Cryptocurrency Discussion meme coins bull market investment philosophy DOGWIFHAT top three portfolio allocation risk management transparency charts market trends crypto investment audience engagement performance visuals text overlays humor cultural significance responsible trading dynamic gestures enthusiasm confidence financial advice,afrobeezy,"['Financial Analysis ', ' Cryptocurrency Discussion']","['enthusiasm', 'confidence', 'contemplation']"
53,1,1080,['Pumptok'],Brett the meme topken #memecoins for the #bullmarket #altcoins #memes,Pumptok Educational Financial Analysis crypto Solana LandWolf market cap investment crypto projects Breath Basechain Ethereum growth trajectory charts and graphs charismatic cartoon characters visual demonstrations urgency optimism animated gestures statistics audience engagement young male presenter emerging trends,afrobeezy,"['Educational', 'Financial Analysis']","['Excitement', 'Optimism', 'Engagement', 'Urgency']"
54,1,1078,['Pumptok'],This guy just became a millionaire OVERNIGHT! #crypto #memecoin #memecoins #cryptocurrency #bonk #cryptonews #cryptoinvestor #cryptok,"Pumptok Educational Financial Motivational cryptocurrency meme coin profit investment wealth creation $226,000 to $1.69 million financial motivation price volatility motivational speech investment transformation statistics overlay animation graphics young male speaker urgent tone engagement price charts audience encouragement expressive gestures upbeat music emotional expressiveness",afrobeezy,"['Educational', 'Financial Motivational']","['excitement', 'urgency', 'determination', 'motivation', 'surprise']"
55,1,1062,['Pumptok'],Did you miss out on $PEPE   People turned $100 into $1 million in the past 30 day,Pumptok Financial Education   Cryptocurrency Analysis cryptocurrency meme coin Turbo Pepe investment opportunity market cap growth enthusiasm charts infographics text overlays audio engagement investments financial advice digital currency CHAT GPT playful nature audience engagement presentation style human face confident demeanor,afrobeezy,"['Financial Education ', ' Cryptocurrency Analysis']","['Excitement', 'Confidence', 'Relatability']"
56,1,1064,['Pumptok'],What is DAI Stablecoin,Pumptok Educational Finance Dai decentralized stablecoin collateralization decentralization decentralized finance collateral ratio audience engagement Ethereum treasury bonds security in finance enthusiastic speaker DAI statistics asset backing financial robustness authority and confidence financial concepts graphical data representation data digestibility promotional content visual support statistics highlighting,afrobeezy,['Educational Finance'],"['Enthusiasm', 'Confidence', 'Authority']"
57,1,1065,['Pumptok'],"Why Should I Buy $BNB === People always ask WHEN a good time to buy crypto is, but they should really be asking WHY they should",Pumptok Informative Financial Education BNB token Binance exchange investment opportunity market analysis decentralized performance metrics regulatory challenges investment choices market fluctuations auditory elements text overlays graphical illustrations engaging speaker facial expressions animated gestures viewer retention positive aspects impactful visuals communication style audience connection investment risks,afrobeezy,"['Informative', 'Financial Education']","['Engagement', 'Confidence', 'Enthusiasm', 'Seriousness', 'Balanced perspective']"
58,1,1292,['SolTok'],Day 22 turning $100 into 100000 by trading meme coins #trading #memecoin #crypto #solana,SolTok Financial Education   Trading trading challenge meme coins cryptocurrency trading app Solana financial analysis market trends community engagement entry points chart analysis DaVinci DollarWafflesTeams IDIS trading strategy viewer engagement social media discussions optimism financial journey investing digital wallets financial transformation enthusiasm,afrobeezy,"['Financial Education ', ' Trading']","['Excitement', 'Determination', 'Optimism']"
59,1,1288,['SolTok'],Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,SolTok Animation Satire cryptocurrency trading behavior market volatility animated characters frogs and cats emotional rollercoaster 2017 2018 2021 2022 2024 character dynamics humor satire market trends confidence optimism despair animated storytelling text overlays reflective poses,afrobeezy,"['Animation', 'Satire']","['optimism', 'concern', 'excitement', 'distress', 'bravado', 'despair', 'reflection']"
60,1,1316,['Flic'],The best piece of creative advice i was ever given,Flic Educational Creative Development repetition creativity artistic pursuits creative advice enthusiasm engaging presentation visual storytelling mastery creative constraints personal growth artistic growth body language innovative practices visual overlays performance communication skills text overlays real-life applications hands-on approach supportive environment pencil and camera icons,afrobeezy,"['Educational', 'Creative Development']",[]
61,1,1314,['SolTok'],😂#SOLANA #memecoin #crypto #dexscreener #bullrun,SolTok humorous dance video Zara dancing character house music humorous narrative solo performance playful theme text overlay carefree mood resilience joyful expression exaggerated dance moves internal monologue fun juxtaposition uplifting message indistinct figures confidence lighthearted demeanor carefree attitude personal setbacks humor in daily life one main figure,afrobeezy,['humorous dance video'],"['joy', 'carefree', 'humorous tension']"
62,1,1298,['SolTok'],Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,"SolTok educational, cryptocurrency analysis B.O.M.E. coin meme culture Solana blockchain cultural preservation confidence blockchain technology token functionality creator community cultural significance text overlays speaker demeanor innovation relatability audience engagement interactive experience visual aids eye contact $BOME Token Halal or Haram video production casual speech style YouTube branding",afrobeezy,"['educational, cryptocurrency analysis']","['enthusiasm', 'confidence', 'openness']"
63,1,1303,['SolTok'],Welcomr to RoroLand #cryptocurrency #meme #token #solana,SolTok Animated Short Storytelling urgency curiosity concern leap of faith visual storytelling determination cartoonish character tension impatience emotional expressions animated expressions airplane animated graphics ambition mysterious dealings slick demeanor broader stakes dramatic visuals adventure recklessness,afrobeezy,"['Animated Short', 'Storytelling']","['curiosity', 'concern', 'tension', 'urgency', 'determination', 'recklessness']"
64,1,590,['Vible'],untitled_video,Vible Inspirational Narrative happiness ambition journey confidence golf cart companionship female camaraderie exploration contentment optimism dynamic narrative visual progression message articulation growth engagement meaningful connection text overlays relaxed demeanor expressive gestures playfulness audio transcription,afrobeezy,['Inspirational Narrative'],"['Joy', 'Contemplation', 'Confidence', 'Light-heartedness']"
